,PROVINCE,MKT_CAP_CSRC,PB_LYR
300012.SZ,广东省,29039938109.280003,9.227408787640794
300134.SZ,安徽省,11658294711.14,2.3337360914481393
002920.SZ,广东省,24381500000.0,5.783554523677465
300558.SZ,浙江省,40645360000.0,16.5188795466805
002567.SZ,湖南省,8666873477.64,2.606065334920115
002262.SZ,江苏省,14740346301.060001,4.071155280012408
002142.SZ,浙江省,147631083519.44003,1.8253279389612245
002372.SZ,浙江省,19805492518.92,5.095560940289413
002563.SZ,浙江省,19834240335.0,1.6859043565129344
002127.SZ,江苏省,37117640493.36,7.6393754104861396
002583.SZ,广东省,13134558295.74,2.1397690393263766
300146.SZ,广东省,30130658228.16,5.028335028278479
002215.SZ,广东省,5895792676.800001,2.586967374227775
002234.SZ,山东省,7276303364.88,2.6586053880197396
002897.SZ,浙江省,5558787040.0,4.862639399750995
002157.SZ,江西省,46186614125.729996,4.916990295582128
600028.SH,北京,422365348023.32,0.7249674817250152
002048.SZ,浙江省,10958977995.0,1.1978397283851443
002051.SZ,北京,9181574312.539999,0.8550810839647986
300037.SZ,广东省,17512101881.190002,4.967228001842703
002831.SZ,广东省,21488916092.0,3.3778838655044434
300170.SZ,上海,8185996855.139999,2.6691424714749603
002867.SZ,广东省,13631381756.199999,2.8939719675441413
600155.SH,北京,20370208348.08,1.3615994682661494
002273.SZ,浙江省,18447978229.8,4.011852915288249
300070.SZ,北京,31582674008.120003,1.5685537888016903
300224.SZ,山东省,6610945441.360001,2.529048380173604
002745.SZ,广东省,14649123153.800001,1.4169715631342792
002777.SZ,四川省,10064465245.029999,8.845516084222028
300438.SZ,广东省,6002592488.55,2.57804639210393
300443.SZ,山东省,3725588951.3,1.9261262415194562
300251.SZ,北京,32152348414.72,3.5985459363497765
002812.SZ,云南省,44778614811.99999,9.839177005371527
002092.SZ,新疆维吾尔自治区,10174171094.52,0.5384492648447002
600572.SH,浙江省,14323509474.0,3.0721459069986103
002589.SZ,山东省,7839541553.91,1.0908717102911079
300446.SZ,河北省,2094353999.9999998,3.028338842725316
600236.SH,广西壮族自治区,34288343438.699997,2.36253188140315
002384.SZ,江苏省,42301053319.409996,4.892487160364399
300034.SZ,北京,8068862507.040001,3.9236036045227936
300145.SZ,浙江省,6347346178.799999,1.31541017324754
300261.SZ,江苏省,4132597630.59,2.095897584523029
000631.SZ,吉林省,7200256737.28,1.1063038881078044
002151.SZ,北京,15187675837.000002,4.689378813637834
300024.SZ,辽宁省,21110042018.010002,3.2563259129873163
600000.SH,上海,306435719344.67993,0.6498312403134264
300113.SZ,浙江省,14212059802.8,5.557389430354582
300653.SZ,山东省,6720000000.0,11.421104642112311
300418.SZ,北京,23595145022.73,5.029407161470388
002797.SZ,广东省,24972112000.0,2.761328958721772
600123.SH,山西省,5552064000.0,0.5288733787027013
002646.SZ,青海省,4194000000.0,1.7679471825915105
002612.SZ,北京,3225426783.75,1.0830730356136067
300043.SZ,广东省,4466672259.59,1.5159194098927633
002661.SZ,湖南省,5967873367.5,2.6551675045963883
002518.SZ,广东省,7303865240.759999,2.7888213798955133
600580.SH,浙江省,14482484952.18,2.0726449160010993
002610.SZ,江苏省,6687074179.5199995,1.6281375462962868
300007.SZ,河南省,3952877652.94,2.9366679659328416
600516.SH,甘肃省,23433903267.06,1.5587349867172273
002508.SZ,浙江省,30928693789.500004,4.5056733124539585
002110.SZ,福建省,17773927725.5,0.9490437661424181
600348.SH,山西省,10678200000.0,0.4737566525121912
600298.SH,湖北省,32040267063.840004,6.370037256721829
600068.SH,湖北省,30299435370.96,0.5767572455920708
002271.SZ,北京,61017531172.39001,6.264631516145985
002202.SZ,新疆维吾尔自治区,35688460864.31999,1.4241899639117968
300114.SZ,陕西省,6421566624.129999,4.003944974385906
002672.SZ,广东省,6723383059.8,2.003563197988538
002643.SZ,山东省,14173386821.849998,2.941372784366107
300414.SZ,四川省,4065662994.3199997,4.610751189426703
002371.SZ,北京,77312484103.95,13.202503915893958
002737.SZ,黑龙江省,8240240000.0,2.5558110793927313
000963.SZ,浙江省,38075855764.48,3.093214667996852
300427.SZ,福建省,6876559069.26,3.0775894785898563
002020.SZ,浙江省,7596658560.0,2.055328609293008
300352.SZ,北京,11047659542.94,4.9102657275454
300454.SZ,广东省,78184167549.84,18.094112768120407
002139.SZ,广东省,5776565960.34,2.3010680238495644
300226.SZ,上海,13113751417.0,11.48215278196476
002353.SZ,山东省,24128342058.48,2.470715709123679
002123.SZ,辽宁省,12986751701.2,3.1091988306544964
002182.SZ,江苏省,5869516645.04,2.196295516185772
002768.SZ,山东省,10576037500.0,4.436892831590402
002912.SZ,广东省,20873364800.0,13.736042277229338
300686.SZ,广东省,4248761920.0,5.612593683126497
002174.SZ,福建省,17511814044.99,3.5385043956041016
000501.SZ,湖北省,8605028659.89,0.9048513703621717
300724.SZ,广东省,22003570000.0,8.621236067064345
002683.SZ,广东省,24075269602.8,7.3291187030293266
002511.SZ,广东省,24306110939.61,5.961757261408675
002690.SZ,安徽省,29689920000.0,12.45634245542464
002788.SZ,福建省,2755180609.2,1.5377562003506937
002373.SZ,北京,35680103215.75,3.9624018041972766
002019.SZ,浙江省,24193853526.12,3.226034476440466
300006.SZ,重庆,3979981904.4999995,2.5578389962622694
002727.SZ,云南省,14733685865.25,3.2065136932679534
600094.SH,上海,18567181631.441616,1.5210923820612707
002008.SZ,广东省,35746848283.0,4.04820625586182
002299.SZ,福建省,26864426464.079998,2.5448541702548133
002709.SZ,广东省,14969036816.81,5.368522958932726
300525.SZ,福建省,7409489429.59,6.0958099690464325
002449.SZ,广东省,6586781849.850001,1.7999963873818834
002402.SZ,广东省,13473759238.72,6.462025902790154
300021.SZ,甘肃省,3731648015.16,2.5316534416458234
300753.SZ,江苏省,3324920000.0,4.926672859898414
002191.SZ,广东省,13213131459.000002,1.9077336541295233
002301.SZ,广东省,11245187916.68,3.3493238710511166
600985.SH,安徽省,18487228119.85,0.9711474930688831
002268.SZ,四川省,19650596496.320004,4.318058899504609
600016.SH,北京,207098799563.91998,0.5229055786797769
300005.SZ,北京,3030399273.6,1.2455764096210349
300178.SZ,广东省,1615251727.66,1.1747105063031709
300319.SZ,广东省,7982023667.949998,3.877269884326446
300009.SZ,安徽省,17949600254.149998,6.833574287433017
002952.SZ,辽宁省,2746669200.0,3.4630986402690533
002601.SZ,河南省,34503714695.22,2.4874829394937237
002440.SZ,浙江省,10883730000.000002,1.2402624661712818
002572.SZ,广东省,17937194947.08,3.2945211431562895
002249.SZ,广东省,8586874495.32,1.207936061162998
002887.SZ,天津,3696160000.0,1.9288908450035183
600219.SH,山东省,24976506376.8,0.6353872203820776
002242.SZ,山东省,24968332480.0,6.652783280113639
000839.SZ,北京,12935426961.599998,1.4564293001240665
600188.SH,山东省,24804800000.000004,0.7596556912627173
300473.SZ,辽宁省,2746183432.0,1.2142295888233603
300073.SZ,北京,10974843285.49,3.6306631611577083
600350.SH,山东省,26557635530.64,0.8267948411786358
002514.SZ,江苏省,2382347335.2,2.3563639827822636
002376.SZ,山东省,6756980880.3,1.8941547706778088
600007.SH,北京,14303411982.8,1.8893836523447358
300065.SZ,北京,3886178581.6,2.175011044632018
002632.SZ,浙江省,5446504064.8,2.78551864915117
002675.SZ,山东省,13509289249.84,3.1470280237061363
000418.SZ,江苏省,34346260388.835266,4.3669634032560225
000538.SZ,云南省,116869629472.32999,3.0805348168347684
300282.SZ,北京,2190942023.5499997,0.8825616985721166
300212.SZ,北京,27004111148.25,8.164632024910993
002124.SZ,浙江省,14286618167.36,4.957409971888353
002430.SZ,浙江省,11430554757.449999,1.977617408991661
002500.SZ,山西省,20395108353.130005,1.6116911880540448
002120.SZ,浙江省,66632753987.24,4.949381473275922
000951.SZ,山东省,17253487368.0,2.468594979778812
601158.SH,重庆,25536000000.0,1.6858703849460153
002125.SZ,湖南省,4700159796.0,3.9209140213283757
000671.SZ,福建省,28240013053.5,1.0559216098175934
002705.SZ,广东省,24036171821.149998,5.590794266442394
000869.SZ,山东省,15561895102.34112,1.8245509756840352
000910.SZ,江苏省,6304000500.0,1.2442378436638402
002065.SZ,北京,45112184790.0,4.7367586739987955
002659.SZ,北京,2737132758.63,1.276284095467809
000600.SZ,河北省,8725220451.12,0.7611019153531461
002809.SZ,广东省,2595600000.0,2.23727726021891
000423.SZ,山东省,20085001401.27,2.013548939366753
002281.SZ,湖北省,21285883501.920002,4.719915829595837
000998.SZ,湖南省,24100556453.4,3.901794761030208
000625.SZ,重庆,44962375375.0207,1.1649841409120543
002293.SZ,江苏省,7616668583.37,1.8559745650745063
002616.SZ,广东省,7426250271.44,3.0831616131566166
000902.SZ,湖北省,11518993630.7,1.7693252507693333
002648.SZ,浙江省,15090394212.960001,1.6326887849549967
002016.SZ,广东省,5283394476.96,1.6665236715460805
000596.SZ,安徽省,61237469440.0,7.8962412210444795
600928.SH,陕西省,24355555558.600002,1.0311342763865392
002414.SZ,湖北省,40498609989.50001,11.461358553330438
300309.SZ,北京,2693816245.6,3.991922234355282
002038.SZ,北京,11670696000.0,2.4272500595797193
600111.SH,内蒙古自治区,33896505780.0,3.53650780955018
002477.SZ,河南省,532977137.1,0.49663923599719284
600395.SH,贵州省,8440764491.099999,1.1496936612458537
002367.SZ,江苏省,6261573592.95,2.1244583477368835
600169.SH,山西省,5358665950.0,1.6057546027931524
002192.SZ,广东省,3845493556.4300003,7.033313189854026
002663.SZ,广东省,4202383657.68,1.0215410797914157
000810.SZ,四川省,11891806697.16,3.1600620076581185
600170.SH,上海,28850248638.72,0.8728180714238412
000825.SZ,山西省,21076116845.2,0.659773503974116
000739.SZ,浙江省,21967677890.88,5.830083578063135
300184.SZ,湖北省,8730152425.02,1.8596720715189488
002674.SZ,福建省,2516344409.46,1.0932491842856626
300031.SZ,江苏省,8526541870.139999,3.2343169596674466
002212.SZ,广东省,30873579545.25,3.4705263542536264
002597.SZ,安徽省,11873969026.25,2.649218609600953
002933.SZ,北京,4114291000.0000005,2.691133708723519
002081.SZ,江苏省,21851086728.460003,1.4417361357555123
002126.SZ,浙江省,7485298732.799999,2.006983041165647
002390.SZ,贵州省,7635907038.379999,1.5786160232567261
002696.SZ,广西壮族自治区,2152223365.6,1.620763390295985
002343.SZ,浙江省,3975328871.8199997,2.423119534023483
000547.SZ,福建省,25466067052.659996,3.255838465056632
000915.SZ,山东省,6350383243.5,3.6683276425173363
000932.SZ,湖南省,25006635020.88,0.886132784035424
002001.SZ,浙江省,58185775084.0,3.4535465712100892
002838.SZ,山东省,13395275024.999998,12.347538148203492
300731.SZ,广东省,4257949252.7,7.710873863122661
002635.SZ,江苏省,14990319044.25,2.6373267189137755
002129.SZ,天津,49241566442.63999,3.4928301452608124
000028.SZ,广东省,16431833751.15648,1.3790154192028026
000069.SZ,广东省,53070216505.049995,0.7732023257931763
600483.SH,福建省,11949127536.5,0.9437161922439479
002138.SZ,广东省,18658206711.56,4.223486033515923
000882.SZ,北京,5146221660.36,0.6355185766747158
002507.SZ,重庆,27193356952.449997,9.471204908688314
000968.SZ,山西省,7672296093.8,1.7631462325368077
000889.SZ,河北省,7293210524.700002,3.1400687633306066
002688.SZ,内蒙古自治区,4853612964.2,2.8909040109409645
300088.SZ,安徽省,24230313649.5,3.843496556394573
002407.SZ,河南省,7420537218.849999,2.546339246475285
000581.SZ,江苏省,19735131784.9,1.2500237238442378
002382.SZ,山东省,15655864836.639997,1.8566528621128675
000733.SZ,贵州省,10939619382.500002,2.0340355381750723
000429.SZ,广东省,14161076065.672321,1.5324391719355157
002056.SZ,浙江省,18046728000.0,3.392555505848515
300038.SZ,北京,9737883392.130001,0.8878009627178436
002385.SZ,北京,41617668590.4,4.132020284507633
600403.SH,河南省,8630832771.22,1.1730750509736187
000876.SZ,四川省,136725366741.87,5.246220295450355
002070.SZ,福建省,0.0,-0.40885707467973986
000639.SZ,山东省,5861294555.849999,1.6584963682550433
002323.SZ,江苏省,1976183588.3999999,25.515311539730366
002014.SZ,安徽省,4653418529.759999,2.5045504965285588
300001.SZ,山东省,19901522996.25,5.931730004026973
000925.SZ,浙江省,4314084488.55,1.7725941814775137
000503.SZ,海南省,9905020688.08,8.097645463406492
000778.SZ,河北省,13888263012.48,0.655911503445947
000983.SZ,山西省,15031223999.999998,0.7349161652734543
600027.SH,山东省,30383621587.69,0.5876658394961815
300123.SZ,湖南省,12202409266.529999,2.451458573729289
