,manager,贵州省,安徽省,广东省,四川省,浙江省,江苏省,湖南省,内蒙古自治区,山东省,北京,吉林省,江西省,福建省,广西壮族自治区,上海,湖北省,河南省,新疆维吾尔自治区,陕西省,云南省,重庆,甘肃省,天津,辽宁省,河北省,香港特别行政区,黑龙江省,山西省,海南省,西藏自治区,宁夏回族自治区
227,徐喻军,[3.1266],0,"[7.6363, 5.3686, 2.2827]",0,0,"[3.1456, 2.6151]",0,0,0,"[3.3386, 3.1151, 2.1955]",0,0,0,0,0,0,0,0,0,0,0,0,0,[2.2133],0,0,0,0,0,0,0
228,朱晓龙,[4.9162],0,"[6.6647, 5.0755, 2.8599, 2.5654, 2.2814]",0,[2.2467],0,0,0,0,"[3.342, 2.3893]",0,0,0,0,[3.8565],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,庞琳琳,0,0,"[6.7324, 3.3735, 3.3037, 2.2074, 2.2025, 2.1995]",0,[4.1019],0,0,0,0,"[3.2799, 2.526]",0,[4.3512],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,徐成,0,0,[2.2603],0,0,"[3.0191, 2.5745]",0,[2.489],[2.5112],0,0,0,0,0,[4.0532],0,0,0,[2.4897],0,0,0,[2.8426],0,0,"[3.0792, 2.3497]",0,0,0,0,0
231,施虓文,0,[2.9844],"[2.6034, 2.4675, 2.3824]",0,[2.5481],[2.4678],0,0,[2.9734],[3.2310000000000003],0,0,[2.4412],0,[2.5396],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,徐幼华,0,0,"[9.6496, 3.7492]",0,0,0,0,0,0,"[6.7821, 2.4677, 2.4386, 1.889]",0,0,0,0,[2.0995],0,0,0,0,0,0,0,0,0,0,"[5.4758, 2.9626]",0,0,0,0,0
233,吴振翔,[5.0827],[1.8301],"[7.7774, 3.1124, 2.4439, 1.7936]",[2.9699],0,[2.9979],0,0,0,"[2.9613, 1.9613]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,毛甜,0,0,"[3.5985, 2.4141, 2.3109, 2.1225]",0,[2.9564],[2.9092],0,0,0,"[3.2587, 2.7551, 2.1135]",0,0,0,0,[2.4593],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,翁启森,0,0,"[3.0191, 2.344, 1.9356]",0,"[3.2778, 2.0998]",[2.6558],0,0,[5.7759],0,0,0,0,0,"[4.3596, 2.259]",[2.3591],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,方磊,0,0,[2.7066],0,[2.2743],0,0,0,0,"[2.6688, 2.3974, 2.2599]",0,0,"[2.3965, 2.289]",0,"[2.3045, 2.3042, 2.2964]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,黄瑞庆,[2.7085],0,"[5.1654, 3.0343, 1.8539, 1.8404]",[2.152],0,0,0,0,0,"[3.4712, 1.932]",0,0,0,0,"[2.4233, 2.3189]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,龙昌伦,0,[2.0504],[2.1897],[2.257],[2.1842],[2.242],0,0,0,"[2.1341, 2.0779]",0,0,[2.5525],0,0,[2.0649],[2.0323],0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,张露,[3.5858],0,"[5.7105, 4.3099, 3.7796, 3.2152, 1.9652]",[2.0278],0,0,0,0,0,[2.2063],0,0,[1.9404],0,[1.4941],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,薛玲,[6.5802],0,"[4.8207, 3.2575, 3.1778, 2.698]",0,0,[2.6711],[1.5169],0,0,0,[1.6768],0,0,0,[2.0178],0,[1.6083],0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,丁玥,[4.4378],0,"[7.0823, 3.0064, 2.3915, 2.2665, 1.758]",[2.0655],0,[2.0081],0,0,0,[1.786],0,0,0,0,[1.6781],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,余斌,[4.0089],0,"[6.9335, 3.3148, 2.5013, 2.2506, 1.9994, 1.6294]",[1.9148],0,[1.8275],0,0,0,0,0,0,[2.5893],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,杜晓海,0,0,"[1.9933, 1.9753, 1.9401]",0,"[2.2433, 2.156]",0,0,0,"[2.2684, 2.1703, 1.9315]",[4.4019],0,0,0,0,0,0,[1.7094],0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,王晓宁,[4.1683],0,"[6.4863, 4.2163, 3.1314, 2.2858, 1.8895]",[1.8082],0,"[2.176, 1.892]",0,[1.7827],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,孙蒙,0,[1.9825],"[1.9728, 1.7621]",[2.0689],"[2.1722, 1.8119]","[1.9866, 1.8531]",0,0,[1.8112],0,0,0,0,0,0,0,[1.9856],0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,叶乐天,[5.5279],0,"[4.2191, 1.7042, 1.6869999999999998]",[2.8104],0,[1.8048],0,[1.9266],0,[2.3102],[2.1796],0,0,0,[1.7365],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,王平,[4.4937],0,"[5.9515, 2.2005, 1.9567, 1.7299, 1.3827]",[1.4315],0,[2.8103],0,0,0,0,0,0,[2.4569],0,[1.3783],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,王本昌,[1.6777],0,"[4.6055, 1.6318]",0,[1.6883],0,0,0,[1.5304],"[1.7885, 1.7171]",0,0,0,0,0,[1.5319999999999998],[1.8211],0,0,0,0,0,0,0,0,0,0,0,0,[1.7819999999999998],0
249,祗飞跃,0,0,[1.5899],0,"[1.991, 1.5577]",[1.5526],0,0,0,[1.5685],0,0,0,0,"[1.7924, 1.6539]",0,0,0,[1.7158],0,0,[1.5655],0,0,0,0,0,0,0,[1.7254],0
250,林景艺,0,0,"[1.8216, 1.5367, 1.3501]",[1.6353],0,"[1.5944, 1.5669]",[2.3955],0,0,0,0,0,0,0,0,[1.9218],0,0,0,0,0,0,0,[1.4285],0,0,0,[1.4475],0,0,0
251,李佳亮,0,0,"[2.2007, 1.4805]",0,[1.5285],"[1.6129, 1.5235]",0,0,0,"[2.1376, 1.5098]",0,0,[1.4739],0,"[2.0376, 1.3797]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,刘斌,[1.7313],0,"[1.4439, 1.3869, 1.3551, 1.0064]",[1.4178],0,0,0,0,0,0,[1.6837],0,0,0,[1.4753],0,0,0,0,0,0,[1.3225],0,[1.4443],0,0,0,0,0,0,0
253,陈健夫,0,0,"[1.2684, 1.2399]",0,"[1.3078, 1.2596]",0,0,0,"[1.3549, 1.2798]","[1.3293, 1.2531]",0,0,"[1.4178, 1.3838]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,谢屹,[1.6594],[1.2393],"[1.5831, 1.3339, 1.1823]",[1.3993],"[1.3727, 1.2836]",0,0,0,0,0,0,0,[1.2404],0,[1.176],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,杨雨龙,0,0,0,0,[3.9187],"[1.2168, 1.0209]",[1.1531],0,[1.1346],"[11.1023, 1.0648, 1.0231]",0,0,0,0,[1.035],0,0,0,0,0,[3.2534],0,0,0,0,0,0,0,0,0,0
256,施荣盛,0,0,"[1.0052, 1.002]",[1.0074],[1.0122],0,0,0,[1.0021],[1.005],0,0,[0.9922],0,[1.0062],[1.0012],0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0.9999]
257,俞诚,0,0,"[1.0154, 1.0004, 0.9732, 0.9725]",[1.1064],[0.9973],0,0,0,0,[0.9739],0,0,0,0,0,[1.052],0,0,0,[0.9912],0,[1.0349],0,0,0,0,0,0,0,0,0
258,董梁,0,0,[0.8244],[0.7652],"[0.8806, 0.7961]",0,[0.8191],0,"[0.9536, 0.8214]",0,0,0,0,0,[0.9443],0,0,0,[0.7877],0,0,0,0,[0.9101],0,0,0,0,0,0,0
