index,x1,x2,x3,x4,shock
002624.SZ,41.20978704123244,41.20978704123244,41.20978704123244,41.20978704123244,-49.785300562969724
300782.SZ,85.12074469381291,85.12074469381291,85.12074469381291,85.12074469381291,-84.0954187851787
000425.SZ,42.96160877513711,42.96160877513711,42.96160877513711,42.96160877513711,-79.53701403146691
600426.SH,35.329642677403115,35.329642677403115,35.329642677403115,35.329642677403115,-17.801306183503627
300651.SZ,25.383491599707824,25.383491599707824,25.383491599707824,25.383491599707824,-43.910241750864614
002555.SZ,48.34756776828815,48.34756776828815,48.34756776828815,48.34756776828815,-17.197249235298496
002311.SZ,47.00000000000002,47.00000000000002,47.00000000000002,47.00000000000002,-35.43125044861103
300036.SZ,62.61916708479678,62.61916708479678,62.61916708479678,62.61916708479678,-16.73219902785034
002035.SZ,30.625931445603584,30.625931445603584,30.625931445603584,30.625931445603584,-76.29947285914626
600030.SH,21.936758893280622,21.936758893280622,21.936758893280622,21.936758893280622,-66.13737811427637
000661.SZ,48.076062639821025,48.076062639821025,48.076062639821025,48.076062639821025,-43.153009775554196
600763.SH,41.91943821320589,41.91943821320589,41.91943821320589,41.91943821320589,-42.48625051400442
600048.SH,24.412855377008647,24.412855377008647,24.412855377008647,24.412855377008647,-39.247604868041456
002157.SZ,68.33333333333333,68.33333333333333,68.33333333333333,68.33333333333333,-52.218688949830806
300450.SZ,56.8090787716956,56.8090787716956,56.8090787716956,56.8090787716956,-22.81767361389377
601688.SH,20.384047267355974,20.384047267355974,20.384047267355974,20.384047267355974,-20.245478675603394
603501.SH,62.663877266387736,62.663877266387736,62.663877266387736,62.663877266387736,-20.647573720085155
603063.SH,28.47965738758031,28.47965738758031,28.47965738758031,28.47965738758031,-53.68023269529832
300383.SZ,61.88340807174889,61.88340807174889,61.88340807174889,61.88340807174889,-26.99939596012304
002353.SZ,57.35930735930736,57.35930735930736,57.35930735930736,57.35930735930736,-27.62688739856378
002891.SZ,46.57933042212517,46.57933042212517,46.57933042212517,46.57933042212517,-48.77612614123447
002271.SZ,63.96807297605474,63.96807297605474,63.96807297605474,63.96807297605474,-35.86582619196299
002142.SZ,27.637655417406755,27.637655417406755,27.637655417406755,27.637655417406755,-33.821782115022074
002212.SZ,71.59389794844816,71.59389794844816,71.59389794844816,71.59389794844816,-68.90684268738568
