,股票代码,股票简称,基本每股收益(元)2019.03.31,基本每股收益(元)2018.12.31,基本每股收益(元)2018.09.30,基本每股收益(元)2018.06.30,基本每股收益(元)2017.12.31,账面市值比(%)2019.05.10,总市值(元)2019.05.10,城市,省份
1959,300571.SZ,平治信息,0.48,1.64,1.48,0.92,1.22,0.05,5237294349,杭州市,浙江省
1960,300572.SZ,安车检测,0.26,1.04,1.03,0.79,1.19,0.09,8509110588,深圳市,广东省
1961,300573.SZ,兴齐眼药,0.01,0.17,0.17,-0.02,0.49,0.11,5440380000,沈阳市,辽宁省
1962,300575.SZ,中旗股份,1.02,2.85,1.82,1.11,1.6,0.3,4231561500,南京市,江苏省
1963,300576.SZ,容大感光,0.08,0.35,0.26,0.16,0.31,0.17,2058000000,深圳市,广东省
1964,300577.SZ,开润股份,0.21,0.8,0.59,0.39,1.11,0.09,7344504529,滁州市,安徽省
1965,300578.SZ,会畅通讯,0.2,0.18,0.23,0.12,0.49,0.2,4805026277,金山区,上海市
1966,300579.SZ,数字认证,0.06,0.72,0.33,0.2,1.05,0.12,4747200000,海淀区,北京市
1967,300580.SZ,贝斯特,0.16,0.79,0.55,0.34,0.71,0.2,3130000000,无锡市,江苏省
1968,300581.SZ,晨曦航空,0.02,0.38,0.19,0.03,0.54,0.27,2365135200,西安市,陕西省
1969,300582.SZ,英飞特,0.09,0.36,0.26,0.16,0.13,0.37,2560140000,杭州市,浙江省
1970,300583.SZ,赛托生物,0.3,1.19,0.92,0.65,0.88,0.53,3567945558,菏泽市,山东省
1971,300584.SZ,海辰药业,0.19,0.69,0.52,0.34,0.84,0.2,2980800000,南京市,江苏省
1972,300585.SZ,奥联电子,0.03,0.28,0.21,0.18,0.37,0.3,1468844360,南京市,江苏省
1973,300586.SZ,美联新材,0.15,0.26,0.18,0.12,0.57,0.19,3427200000,汕头市,广东省
1974,300587.SZ,天铁股份,0.01,0.73,0.4,0.26,0.68,0.4,2302410600,台州市,浙江省
1975,300588.SZ,熙菱信息,-0.11,0.14,0.02,-0.15,0.81,0.14,2007993450,乌鲁木齐市,新疆维吾尔自治区
1976,300589.SZ,江龙船艇,0.01,0.15,0.07,0.04,0.32,--,2484395550,中山市,广东省
1977,300590.SZ,移为通信,0.17,0.78,0.52,0.3,0.62,0.14,5813640000,闵行区,上海市
1978,300591.SZ,万里马,-0.01,0.12,0.04,0.04,0.14,0.26,1912560000,东莞市,广东省
1979,300592.SZ,华凯创意,-0.06,0.13,0.16,0.08,0.41,0.26,1223811000,长沙市,湖南省
1980,300593.SZ,新雷能,0.08,0.31,0.29,0.18,0.31,0.24,2211975000,昌平区,北京市
1981,300595.SZ,欧普康视,0.23,0.98,0.75,0.38,1.26,0.08,12742208319,合肥市,安徽省
1982,300596.SZ,利安隆,0.3,1.07,0.82,0.48,0.74,0.15,6206400000,滨海新区,天津市
1983,300597.SZ,吉大通信,0.01,0.18,0.1,0.06,0.18,0.21,3499200000,长春市,吉林省
1984,300598.SZ,诚迈科技,-0.07,0.2,0.12,0.02,0.49,0.2,2162400000,南京市,江苏省
1985,300599.SZ,雄塑科技,0.19,0.67,0.5,0.3,0.45,0.41,3347040000,佛山市,广东省
1986,300600.SZ,瑞特股份,0.08,0.67,0.51,0.58,1.1,0.34,3315835940,苏州市,江苏省
1987,300601.SZ,康泰生物,0.16,0.7,0.6,0.46,0.53,0.05,32276261906,深圳市,广东省
1988,300602.SZ,飞荣达,0.2,0.8,0.59,0.35,1.1,0.12,7601546940,深圳市,广东省
1989,300603.SZ,立昂技术,0.23,0.4,0.35,0.03,0.8,0.42,4318811793,乌鲁木齐市,新疆维吾尔自治区
1990,300604.SZ,长川科技,0,0.25,0.22,0.17,0.72,0.1,4925050452,杭州市,浙江省
1991,300605.SZ,恒锋信息,0.04,0.49,0.27,0.17,0.52,0.25,1977620092,福州市,福建省
1992,300606.SZ,金太阳,0.14,0.6,0.48,0.31,0.63,0.33,1543160000,东莞市,广东省
1993,300607.SZ,拓斯达,0.3,1.32,0.99,0.59,1.34,0.21,4488512248,东莞市,广东省
1994,300608.SZ,思特奇,-0.39,0.8,0.03,-0.12,0.78,0.29,2386425288,海淀区,北京市
1995,300609.SZ,汇纳科技,0.09,0.65,0.39,0.14,0.62,0.14,3711175560,金山区,上海市
1996,300610.SZ,晨化股份,0.1,0.57,0.42,0.22,0.54,0.39,1987495580,扬州市,江苏省
1997,300611.SZ,美力科技,0.05,0.11,0.15,0.11,0.27,0.39,1655292588,绍兴市,浙江省
1998,300612.SZ,宣亚国际,-0.08,0.13,0.05,0.02,0.72,0.13,3128220000,朝阳区,北京市
1999,300613.SZ,富瀚微,-0.59,1.23,1.07,0.85,2.49,0.26,3954253856,徐汇区,上海市
2000,300615.SZ,欣天科技,0.02,0.11,0.13,0.06,0.39,0.19,2531109750,深圳市,广东省
2001,300616.SZ,尚品宅配,-0.12,2.46,1.5,0.62,3.71,0.12,17237355336,广州市,广东省
2002,300617.SZ,安靠智电,0.21,0.75,0.6,0.44,1.22,0.36,2317115850,常州市,江苏省
2003,300618.SZ,寒锐钴业,-0.29,3.69,3.65,2.75,3.91,0.07,12867840000,南京市,江苏省
2004,300619.SZ,金银河,0.06,0.62,0.53,0.36,0.66,0.31,1684034000,佛山市,广东省
2005,300620.SZ,光库科技,0.06,0.91,0.79,0.52,0.73,0.17,3266260950,珠海市,广东省
2006,300621.SZ,维业股份,0.14,0.4,0.37,0.28,0.62,0.44,2090759720,深圳市,广东省
2007,300622.SZ,博士眼镜,0.14,0.69,0.51,0.3,0.65,0.28,1766303000,深圳市,广东省
2008,300623.SZ,捷捷微电,0.19,0.93,0.74,0.47,1.64,0.25,5205750845,南通市,江苏省
2009,300624.SZ,万兴科技,0.32,1.06,0.93,0.63,1.14,0.15,4048985800,拉萨市,西藏自治区
2010,300625.SZ,三雄极光,0.02,0.64,0.46,0.34,0.97,0.49,3928400000,广州市,广东省
2011,300626.SZ,华瑞股份,0.03,0.24,0.19,0.13,0.61,0.27,1420200000,宁波市,浙江省
2012,300627.SZ,华测导航,0.08,0.44,0.28,0.19,1.16,0.2,4827780272,青浦区,上海市
2013,300628.SZ,亿联网络,0.87,2.85,2.22,1.37,4.22,0.12,30850242540,厦门市,福建省
2014,300629.SZ,新劲刚,0,0.08,0.12,0.08,0.39,0.19,1776000888,佛山市,广东省
2015,300630.SZ,普利制药,0.38,0.99,0.66,0.38,0.86,0.07,13545896999,海口市,海南省
2016,300631.SZ,久吾高科,0.05,0.54,0.31,0.1,0.47,0.38,1638198080,南京市,江苏省
2017,300632.SZ,光莆股份,0.17,0.79,0.47,0.23,0.48,0.17,2798538600,厦门市,福建省
2018,300633.SZ,开立医疗,0.03,0.63,0.43,0.29,0.49,0.11,12148303700,深圳市,广东省
2019,300634.SZ,彩讯股份,0.07,0.41,0.21,0.14,0.37,0.13,9480237000,深圳市,广东省
2020,300635.SZ,达安股份,0.06,0.4,0.3,0.19,0.41,0.3,2095453580,广州市,广东省
2021,300636.SZ,同和药业,0.06,0.3,0.33,0.25,0.87,0.43,1529412050,宜春市,江西省
2022,300637.SZ,扬帆新材,0.3,1.15,0.87,0.54,0.59,0.18,3324204432,绍兴市,浙江省
2023,300638.SZ,广和通,0.32,0.72,0.48,0.18,0.58,0.07,5817052800,深圳市,广东省
2024,300639.SZ,凯普生物,0.09,0.63,0.43,0.25,1.13,0.25,3333112787,潮州市,广东省
2025,300640.SZ,德艺文创,0.08,0.36,0.29,0.16,0.49,0.16,2086866540,福州市,福建省
2026,300641.SZ,正丹股份,0.02,0.12,0.13,0.09,0.41,0.5,2634048000,镇江市,江苏省
2027,300642.SZ,透景生命,0.17,1.57,1,0.57,2.31,0.28,3745463075,浦东新区,上海市
2028,300643.SZ,万通智控,0,0.16,0.14,0.06,0.19,0.22,1912000000,杭州市,浙江省
2029,300644.SZ,南京聚隆,0.09,0.38,0.24,0.14,1.18,0.41,1749120000,南京市,江苏省
2030,300645.SZ,正元智慧,-0.04,0.76,0.07,0.02,0.69,0.27,2183733339,杭州市,浙江省
2031,300646.SZ,侨源气体,--,--,--,--,--,--,--,成都市,四川省
2032,300647.SZ,超频三,0.02,0.04,0.06,0.04,0.31,0.19,3514978011,深圳市,广东省
2033,300648.SZ,星云股份,0.01,0.15,0.25,0.2,1.01,0.23,2334296000,福州市,福建省
2034,300649.SZ,杭州园林,0.15,0.41,0.25,0.19,0.3,--,2831360000,杭州市,浙江省
2035,300650.SZ,太龙照明,0.06,0.53,0.42,0.28,0.89,0.32,1565186328,漳州市,福建省
2036,300651.SZ,金陵体育,0.03,0.47,0.36,0.18,0.63,0.14,4202446366,苏州市,江苏省
2037,300652.SZ,雷迪克,0.14,0.94,0.74,0.45,0.95,0.4,1848000000,杭州市,浙江省
2038,300653.SZ,正海生物,0.34,1.07,0.81,0.5,0.86,0.13,4222400000,烟台市,山东省
2039,300654.SZ,世纪天鸿,0.02,0.23,0.16,0.05,0.41,0.22,2125579500,淄博市,山东省
2040,300655.SZ,晶瑞股份,0.04,0.34,0.26,0.16,0.46,0.21,2227476269,苏州市,江苏省
2041,300656.SZ,民德电子,0.08,0.59,0.45,0.27,0.75,0.24,1827000000,深圳市,广东省
2042,300657.SZ,弘信电子,0.22,1.13,0.84,0.42,0.78,0.17,3967392000,厦门市,福建省
2043,300658.SZ,延江股份,0.06,0.32,0.28,0.15,1.01,0.4,1977000000,厦门市,福建省
2044,300659.SZ,中孚信息,-0.1,0.32,-0.03,-0.04,0.67,0.09,4744794760,济南市,山东省
2045,300660.SZ,江苏雷利,0.24,1.1,0.93,0.63,2.41,0.49,3901363340,常州市,江苏省
2046,300661.SZ,圣邦股份,0.2,1.31,0.91,0.52,1.74,0.12,7398987085,海淀区,北京市
2047,300662.SZ,科锐国际,0.14,0.65,0.51,0.27,0.47,0.09,6283800000,朝阳区,北京市
2048,300663.SZ,科蓝软件,-0.08,0.21,-0.3,-0.16,0.34,0.09,8262036877,大兴区,北京市
2049,300664.SZ,鹏鹞环保,0.11,0.36,0.32,0.22,0.55,0.46,5068800000,无锡市,江苏省
2050,300665.SZ,飞鹿股份,-0.01,0.21,0.15,0.09,0.46,0.34,1270720000,株洲市,湖南省
2051,300666.SZ,江丰电子,0.05,0.27,0.21,0.11,0.33,0.08,8608206000,宁波市,浙江省
2052,300667.SZ,必创科技,0.05,0.46,0.11,0.08,0.72,0.1,2880480000,海淀区,北京市
2053,300668.SZ,杰恩设计,0.2,0.79,0.59,0.37,1.69,0.17,2067948000,深圳市,广东省
2054,300669.SZ,沪宁股份,0.08,0.45,0.37,0.2,0.52,0.26,1777422968,杭州市,浙江省
2055,300670.SZ,大烨智能,0.03,0.18,0.12,0.07,0.58,0.21,2787696000,南京市,江苏省
2056,300671.SZ,富满电子,0.03,0.38,0.34,0.27,0.66,0.18,2731382500,深圳市,广东省
2057,300672.SZ,国科微,-0.03,0.5,-0.43,-0.51,0.55,0.2,5304351143,长沙市,湖南省
2058,300673.SZ,佩蒂股份,0.05,1.16,0.85,0.57,1.56,0.2,4351532800,温州市,浙江省
2059,300674.SZ,宇信科技,0,0.53,0.23,0.19,0.52,0.14,10640266000,海淀区,北京市
2060,300675.SZ,建科院,-0.16,0.24,0.03,0.02,0.27,0.13,3005200683,深圳市,广东省
2061,300676.SZ,华大基因,0.25,0.97,0.8,0.52,1.05,0.21,25114277000,深圳市,广东省
2062,300677.SZ,英科医疗,0.17,0.92,0.66,0.35,1.75,0.24,3443218303,淄博市,山东省
2063,300678.SZ,中科信息,0,0.26,0.07,0.07,0.5,0.15,3760200000,成都市,四川省
2064,300679.SZ,电连技术,0.2,1.11,0.93,0.57,3.52,0.44,7793280000,深圳市,广东省
2065,300680.SZ,隆盛科技,0.05,0.05,0.09,0.08,0.31,0.37,1388904755,无锡市,江苏省
2066,300681.SZ,英搏尔,-0.22,0.7,0.72,0.53,1.31,0.3,2144772000,珠海市,广东省
2067,300682.SZ,朗新科技,-0.07,0.33,-0.25,-0.18,0.37,0.18,8055911285,无锡市,江苏省
2068,300683.SZ,海特生物,0.29,0.91,0.74,0.45,1.65,0.56,3071711789,武汉市,湖北省
2069,300684.SZ,中石科技,0.08,0.9,0.69,0.5,1.26,0.11,4806286065,大兴区,北京市
2070,300685.SZ,艾德生物,0.23,0.88,0.67,0.48,1.38,0.11,7191360000,厦门市,福建省
2071,300686.SZ,智动力,0.22,0.03,0.05,0.03,0.4,0.18,3328184320,深圳市,广东省
2072,300687.SZ,赛意信息,0,0.79,0.48,0.18,1.52,0.24,3263771290,广州市,广东省
2073,300688.SZ,创业黑马,0.15,0.2,0.34,0.24,0.83,0.14,2528240000,朝阳区,北京市
2074,300689.SZ,澄天伟业,0.09,0.81,0.55,0.38,0.91,0.22,2007360000,深圳市,广东省
2075,300690.SZ,双一科技,0.32,0.91,0.7,0.4,1.91,0.37,2592761280,德州市,山东省
2076,300691.SZ,联合光电,0.09,0.53,0.4,0.23,1.15,0.23,3888221760,中山市,广东省
2077,300692.SZ,中环环保,0.06,0.38,0.26,0.14,0.57,0.29,2038463700,合肥市,安徽省
2078,300693.SZ,盛弘股份,0.02,0.35,0.33,0.19,0.61,0.32,1925484129,深圳市,广东省
2079,300694.SZ,蠡湖股份,0.14,0.47,0.5,0.36,0.61,0.28,4426917047,无锡市,江苏省
2080,300695.SZ,兆丰股份,0.47,2.94,2.03,1.37,3.78,0.48,3677941932,杭州市,浙江省
2081,300696.SZ,爱乐达,0.2,0.58,0.4,0.33,1.28,0.22,3078065900,成都市,四川省
2082,300697.SZ,电工合金,0.16,0.32,0.25,0.17,0.46,0.24,2597920000,无锡市,江苏省
2083,300698.SZ,万马科技,-0.01,0.03,0.05,0.04,0.24,0.16,2310160000,杭州市,浙江省
2084,300699.SZ,光威复材,0.43,1.02,0.84,0.58,0.77,0.12,20545172500,威海市,山东省
2085,300700.SZ,岱勒新材,-0.05,0.41,0.59,0.58,1.66,0.35,1710624000,长沙市,湖南省
2086,300701.SZ,森霸传感,0.21,0.88,0.65,0.42,0.92,0.18,2726400000,南阳市,河南省
2087,300702.SZ,天宇股份,0.7,0.91,0.44,0.22,1.03,0.25,5982913724,台州市,浙江省
2088,300703.SZ,创源文化,0.07,0.69,0.54,0.25,0.93,0.31,1936800000,宁波市,浙江省
2089,300705.SZ,九典制药,0.04,0.31,0.19,0.12,0.72,0.27,2837281200,长沙市,湖南省
2090,300706.SZ,阿石创,0.01,0.2,0.19,0.14,0.64,0.14,3217536000,福州市,福建省
2091,300707.SZ,威唐工业,0.07,0.53,0.51,0.4,1.32,0.28,2238528000,无锡市,江苏省
2092,300708.SZ,聚灿光电,-0.03,0.08,-0.32,-0.05,0.54,0.29,2840265750,苏州市,江苏省
2093,300709.SZ,精研科技,-0.02,0.42,0.21,-0.12,2.23,0.34,3624720000,常州市,江苏省
2094,300710.SZ,万隆光电,0.09,0.21,0.2,0.25,0.87,0.33,1781219440,杭州市,浙江省
2095,300711.SZ,广哈通信,-0.02,0.11,0.13,0.15,0.48,0.19,2705116097,广州市,广东省
2096,300712.SZ,永福股份,0.14,0.52,0.4,0.27,0.69,0.42,2112406400,福州市,福建省
2097,300713.SZ,英可瑞,0,0.13,0.44,0.34,1.9,0.4,1856081250,深圳市,广东省
2098,300715.SZ,凯伦股份,0.13,0.5,0.31,0.19,0.78,0.16,2915214480,苏州市,江苏省
2099,300716.SZ,国立科技,0.05,0.35,0.26,0.19,0.75,0.48,1736217000,东莞市,广东省
2100,300717.SZ,华信新材,0.14,0.46,0.35,0.24,0.87,0.31,1730560000,徐州市,江苏省
2101,300718.SZ,长盛轴承,0.15,0.74,0.53,0.35,1.53,0.3,3585780000,嘉兴市,浙江省
2102,300719.SZ,安达维尔,-0.04,0.22,-0.08,-0.01,0.69,0.27,2941132275,海淀区,北京市
2103,300720.SZ,海川智能,0.1,0.65,0.41,0.22,0.69,0.27,1759680000,佛山市,广东省
2104,300721.SZ,怡达股份,0.03,0.44,0.43,0.29,1.05,0.53,1548043200,无锡市,江苏省
2105,300722.SZ,新余国科,0.07,0.93,0.44,0.29,0.73,0.16,2601600000,新余市,江西省
2106,300723.SZ,一品红,0.3,1.29,0.79,0.47,1.27,0.14,6850277500,广州市,广东省
2107,300724.SZ,捷佳伟创,0.29,1.15,1.05,0.77,1.06,0.23,8956800000,深圳市,广东省
2108,300725.SZ,药石科技,0.3,1.21,1.05,0.67,1.19,0.07,9463740066,南京市,江苏省
2109,300726.SZ,宏达电子,0.14,0.56,0.44,0.32,0.55,0.21,7745936000,株洲市,湖南省
2110,300727.SZ,润禾材料,0.11,0.52,0.44,0.24,0.64,0.2,2253388800,宁波市,浙江省
2111,300728.SZ,天常股份,--,--,--,--,--,--,--,常州市,江苏省
2112,300729.SZ,乐歌股份,0.12,0.67,0.5,0.35,0.95,0.38,2013237710,宁波市,浙江省
2113,300730.SZ,科创信息,-0.07,0.22,0.02,-0.07,0.62,0.14,2766723547,长沙市,湖南省
2114,300731.SZ,科创新源,0.14,0.51,0.46,0.33,0.98,0.24,2267855239,深圳市,广东省
2115,300732.SZ,设研院,0.34,2.32,1.35,0.81,4.26,0.46,4454260623,郑州市,河南省
2116,300733.SZ,西菱动力,0.05,0.43,0.37,0.28,0.84,0.45,2115200000,成都市,四川省
2117,300735.SZ,光弘科技,0.23,0.77,0.5,0.25,0.65,0.22,8388182000,惠州市,广东省
2118,300736.SZ,百邦科技,-0.06,0.34,0.27,0.24,0.97,0.22,1513140486,朝阳区,北京市
2119,300737.SZ,科顺股份,0.07,0.31,0.27,0.22,0.48,0.48,5960106016,佛山市,广东省
2120,300738.SZ,奥飞数据,0.22,0.91,0.64,0.4,1.28,0.16,3324650040,广州市,广东省
2121,300739.SZ,明阳电路,0.15,0.67,0.52,0.24,1.26,0.24,4773384000,深圳市,广东省
2122,300740.SZ,御家汇,0,0.5,0.43,0.35,1.32,0.29,3772640000,长沙市,湖南省
2123,300741.SZ,华宝股份,0.48,1.94,1.3,0.88,2.07,0.37,20625821200,拉萨市,西藏自治区
2124,300742.SZ,越博动力,-0.2,0.3,0.33,0.61,1.6,0.42,2516664154,南京市,江苏省
2125,300743.SZ,天地数码,0.11,0.53,0.42,0.35,0.91,0.16,2465703840,杭州市,浙江省
2126,300745.SZ,欣锐科技,0.14,0.8,0.57,0.48,1.07,0.31,3512093836,深圳市,广东省
2127,300746.SZ,汉嘉设计,0.07,0.4,0.24,0.19,0.38,0.26,3519992000,杭州市,浙江省
2128,300747.SZ,锐科激光,0.78,3.86,3.42,2.69,2.89,0.12,17689600000,武汉市,湖北省
2129,300748.SZ,金力永磁,0.06,0.39,0.31,0.14,0.37,0.13,8409047984,赣州市,江西省
2130,300749.SZ,顶固集创,-0.01,0.83,0.45,0.28,0.87,0.2,3812731350,中山市,广东省
2131,300750.SZ,宁德时代,0.48,1.64,1.17,0.47,2.01,0.21,1.62651E+11,宁德市,福建省
2132,300751.SZ,迈为股份,1.22,4.26,3.61,2.3,3.36,0.15,7603960000,苏州市,江苏省
2133,300752.SZ,隆利科技,0.4,2.89,2.53,1.48,1.82,0.23,3667937376,深圳市,广东省
2134,300753.SZ,爱朋医疗,0.19,1.16,0.82,0.55,0.96,0.22,2782752000,南通市,江苏省
2135,300755.SZ,华致酒行,0.42,1.29,--,0.8,1.17,0.24,8382278945,迪庆藏族自治州,云南省
2136,300756.SZ,中山金马,0.34,3.27,3.15,2.05,3.41,0.32,3070000000,中山市,广东省
2137,300757.SZ,罗博特科,0.09,1.59,1.06,0.69,1.45,0.18,3604000000,苏州市,江苏省
2138,300758.SZ,七彩化学,0.14,1.32,1.07,0.66,1.29,0.26,3871417200,鞍山市,辽宁省
2139,300759.SZ,康龙化成,0.09,0.57,0.39,0.21,0.39,0.13,22320544486,大兴区,北京市
2140,300760.SZ,迈瑞医疗,0.83,3.34,2.65,--,2.37,0.1,1.75667E+11,深圳市,广东省
2141,300761.SZ,立华股份,0.28,3.58,2.69,1.48,2.18,0.12,23202906000,常州市,江苏省
2142,300762.SZ,上海瀚讯,-0.04,1.03,--,--,0.67,0.13,8321664000,长宁区,上海市
2143,300763.SZ,锦浪科技,0.11,1.97,--,--,1.96,0.22,3722397767,宁波市,浙江省
2144,300765.SZ,新诺威,0.38,1.49,--,0.74,1.3,0.25,8056000000,石家庄市,河北省
2145,300766.SZ,每日互动,0.17,0.69,--,--,0.41,0.08,20645160000,杭州市,浙江省
2146,300767.SZ,震安科技,0.32,1.91,--,--,1.09,0.27,3280000000,昆明市,云南省
2147,300768.SZ,迪普科技,0.13,0.56,--,--,0.43,0.07,14960374000,杭州市,浙江省
2148,300769.SZ,德方纳米,0.76,3.06,--,--,2.89,0.06,4022365853,深圳市,广东省
2149,300770.SZ,新媒股份,0.76,2.13,--,--,1.14,0.07,11101060288,广州市,广东省
2150,300771.SZ,智莱科技,1.02,2.82,--,--,1.54,0.1,6522000000,深圳市,广东省
2151,300772.SZ,运达股份,0.04,0.55,--,--,0.43,0.18,5379468000,杭州市,浙江省
2152,300773.SZ,拉卡拉,0.44,1.67,--,--,1.3,0.12,28080702000,海淀区,北京市
2153,300775.SZ,三角防务,--,0.34,--,0.19,0.27,--,--,西安市,陕西省
2154,300776.SZ,帝尔激光,--,3.39,--,1.54,1.36,--,--,武汉市,湖北省
2155,300777.SZ,中简科技,0.07,0.33,--,--,0.31,--,--,常州市,江苏省
2156,300778.SZ,新城市,0.48,1.68,--,--,1.2,0.11,3148800000,深圳市,广东省
2157,300779.SZ,惠城环保,--,0.85,--,--,0.67,--,--,青岛市,山东省
2158,300780.SZ,德恩精工,--,0.71,--,--,0.46,--,3.32266E+11,眉山市,四川省
2159,600000.SH,浦发银行,0.53,1.85,1.44,0.95,1.84,1.45,33647151558,黄浦区,上海市
2160,600004.SH,白云机场,0.11,0.55,0.44,0.34,0.82,0.42,10980000000,广州市,广东省
2161,600006.SH,东风汽车,0.06,0.28,0.21,0.15,0.1,0.62,14756689123,襄阳市,湖北省
2162,600007.SH,中国国贸,0.24,0.77,0.59,0.4,0.63,0.48,20012777689,朝阳区,北京市
2163,600008.SH,首创股份,0.02,0.14,0.09,0.04,0.13,0.87,1.39897E+11,西城区,北京市
2164,600009.SH,上海机场,0.72,2.2,1.63,1.05,1.91,0.21,75215303869,浦东新区,上海市
2165,600010.SH,包钢股份,0.01,0.07,0.05,0.03,0.05,0.71,94064267528,包头市,内蒙古自治区
2166,600011.SH,华能国际,0.16,0.07,0.12,0.13,0.11,0.9,9406779900,西城区,北京市
2167,600012.SH,皖通高速,0.17,0.68,0.51,0.34,0.66,1.17,1.17097E+11,合肥市,安徽省
2168,600015.SH,华夏银行,0.24,1.56,1.07,0.72,1.48,1.8,2.59974E+11,东城区,北京市
2169,600016.SH,民生银行,0.36,1.14,0.97,0.68,1.35,1.65,9719066286,西城区,北京市
2170,600017.SH,日照港,0.08,0.21,0.18,0.11,0.12,1.15,1.73803E+11,日照市,山东省
2171,600018.SH,上港集团,0.08,0.44,0.22,0.15,0.5,0.41,1.53037E+11,浦东新区,上海市
2172,600019.SH,宝钢股份,0.12,0.97,0.71,0.45,0.86,1.01,12180755329,宝山区,上海市
2173,600020.SH,中原高速,0.21,0.21,0.29,0.19,0.4,0.84,21722462835,郑州市,河南省
2174,600021.SH,上海电力,0.1,1.12,0.29,0.13,0.39,0.62,18499668851,黄浦区,上海市
2175,600022.SH,山东钢铁,0.01,0.19,0.22,0.15,0.18,1.06,63243208444,济南市,山东省
2176,600023.SH,浙能电力,0.08,0.3,0.28,0.17,0.32,0.99,69660000000,杭州市,浙江省
2177,600025.SH,华能水电,0.04,0.32,0.12,0.05,0.14,0.65,22398099995,昆明市,云南省
2178,600026.SH,中远海能,0.11,0.03,-0.07,-0.05,0.44,1.07,35900592472,浦东新区,上海市
2179,600027.SH,华电国际,0.07,0.16,0.16,0.1,0.04,1.21,6.45607E+11,济南市,山东省
2180,600028.SH,中国石化,0.12,0.52,0.5,0.34,0.42,0.84,84415442723,朝阳区,北京市
2181,600029.SH,南方航空,0.22,0.28,0.4,0.21,0.6,0.63,2.34022E+11,广州市,广东省
2182,600030.SH,中信证券,0.35,0.77,0.6,0.46,0.94,0.55,1.04276E+11,深圳市,广东省
2183,600031.SH,三一重工,0.41,0.79,0.63,0.44,0.27,0.26,8974188000,昌平区,北京市
2184,600033.SH,福建高速,0.07,0.27,0.22,0.15,0.24,0.8,5996461265,福州市,福建省
2185,600035.SH,楚天高速,0.11,0.26,0.28,0.18,0.34,1.11,8.40529E+11,武汉市,湖北省
2186,600036.SH,招商银行,1,3.13,2.66,1.77,2.78,0.64,15142543378,深圳市,广东省
2187,600037.SH,歌华有线,0.18,0.5,0.39,0.26,0.55,0.88,24592968592,海淀区,北京市
2188,600038.SH,中直股份,0.13,0.87,0.51,0.3,0.77,0.24,13503365407,哈尔滨市,黑龙江省
2189,600039.SH,四川路桥,0.1,0.32,0.15,0.13,0.33,0.61,1.54279E+11,成都市,四川省
2190,600048.SH,保利地产,0.2,1.59,0.81,0.55,1.32,0.3,1.88419E+11,广州市,广东省
2191,600050.SH,中国联通,0.05,0.13,0.11,0.08,0.02,0.54,2008284800,西城区,北京市
2192,600051.SH,宁波联合,0.07,0.8,0.26,0.16,1.56,1.15,2798442985,宁波市,浙江省
2193,600052.SH,浙江广厦,-0.03,0.14,0.12,0.12,0.22,0.86,11341427328,金华市,浙江省
2194,600053.SH,九鼎投资,0.51,0.66,0.39,0.22,0.75,0.1,6791249750,南昌市,江西省
2195,600054.SH,黄山旅游,0.03,0.78,0.56,0.29,0.55,0.6,6170712831,黄山市,安徽省
2196,600055.SH,万东医疗,0.01,0.28,0.16,0.08,0.2,0.3,15054961174,朝阳区,北京市
2197,600056.SH,中国医药,0.38,1.45,1.16,0.79,1.22,0.41,10010586954,东城区,北京市
2198,600057.SH,厦门象屿,0.1,0.44,0.34,0.24,0.51,1.04,8360903546,厦门市,福建省
2199,600058.SH,五矿发展,0.02,-0.89,-0.37,-0.14,0.03,1.07,6387340904,海淀区,北京市
2200,600059.SH,古越龙山,0.09,0.21,0.14,0.13,0.2,0.61,11841755059,绍兴市,浙江省
2201,600060.SH,海信电器,0.02,0.3,0.28,0.27,0.72,1.13,52712307696,青岛市,山东省
2202,600061.SH,国投资本,0.29,0.4,0.26,0.2,0.68,0.64,13708143509,浦东新区,上海市
2203,600062.SH,华润双鹤,0.32,0.93,0.81,0.56,0.97,0.46,5777684076,朝阳区,北京市
2204,600063.SH,皖维高新,0.02,0.07,0.07,0.05,0.05,0.93,12989906893,合肥市,安徽省
2205,600064.SH,南京高科,0.69,0.78,0.65,0.57,1.23,0.69,30707337023,南京市,江苏省
2206,600066.SH,宇通客车,0.14,1.01,0.54,0.28,1.41,0.55,7147210373,郑州市,河南省
2207,600067.SH,冠城大通,0.06,0.51,0.2,0.09,0.4,0.9,29470575437,福州市,福建省
2208,600068.SH,葛洲坝,0.12,0.89,0.51,0.36,0.89,1.15,5163791624,武汉市,湖北省
2209,600069.SH,银鸽投资,-0.03,-0.05,0.01,0.01,0.04,0.48,4718392907,漯河市,河南省
2210,600070.SH,浙江富润,0.34,0.42,0.27,0.14,0.32,0.49,2445966297,绍兴市,浙江省
2211,600071.SH,凤凰光学,-0.05,-0.03,-0.02,-0.01,0.14,0.15,10226510875,上饶市,江西省
2212,600072.SH,中船科技,0.12,0.09,0,0.01,0.04,0.36,9030334815,浦东新区,上海市
2213,600073.SH,上海梅林,0.2,0.33,0.32,0.31,0.3,0.34,2535401491,浦东新区,上海市
2214,600074.SH,*ST保千,-0.03,-0.69,-0.15,-0.09,-3.17,-1.7,5280796371,南京市,江苏省
2215,600075.SH,新疆天业,0.03,0.51,0.32,0.23,0.55,0.61,4685216504,石河子市,新疆维吾尔自治区
