,股票代码,股票简称,基本每股收益(元)2019.03.31,基本每股收益(元)2018.12.31,基本每股收益(元)2018.09.30,基本每股收益(元)2018.06.30,基本每股收益(元)2017.12.31,账面市值比(%)2019.05.10,总市值(元)2019.05.10,城市,省份
1075,002615.SZ,哈尔斯,0.03,0.24,0.2,0.12,0.27,0.44,2335176000,金华市,浙江省
1076,002616.SZ,长青集团,0.06,0.22,0.13,0.04,0.12,0.36,5348977468,中山市,广东省
1077,002617.SZ,露笑科技,0.02,-0.88,0.15,0.13,0.42,0.3,5896968753,绍兴市,浙江省
1078,002618.SZ,丹邦科技,0,0.05,0.05,0.03,0.05,0.22,7495545600,深圳市,广东省
1079,002619.SZ,艾格拉斯,0.06,0.36,0.19,0.14,0.26,0.71,6973707753,金华市,浙江省
1080,002620.SZ,瑞和股份,0.13,0.41,0.34,0.26,0.37,0.91,2432375000,深圳市,广东省
1081,002621.SZ,美吉姆,0.05,0.09,0.04,0.02,0.05,0.15,7473292500,大连市,辽宁省
1082,002622.SZ,融钰集团,-0.01,0.04,0.02,0,0.09,0.31,3486000000,吉林市,吉林省
1083,002623.SZ,亚玛顿,-0.13,0.5,0.4,0.12,-0.14,0.89,2395200000,常州市,江苏省
1084,002624.SZ,完美世界,0.37,1.3,1,0.59,1.14,0.22,36249027508,湖州市,浙江省
1085,002625.SZ,光启技术,0,0.03,0.02,0.01,0.07,0.36,20770226990,杭州市,浙江省
1086,002626.SZ,金达威,0.21,1.11,1.06,0.79,0.77,0.27,8137561436,厦门市,福建省
1087,002627.SZ,宜昌交运,0.06,0.3,0.27,0.24,0.76,0.83,2407566529,宜昌市,湖北省
1088,002628.SZ,成都路桥,0.01,0.03,0.02,0.02,0.03,0.62,4214090831,成都市,四川省
1089,002629.SZ,*ST仁智,-0.01,-1.5,-0.05,-0.02,0,0.19,1211127120,温州市,浙江省
1090,002630.SZ,华西能源,0.01,-0.12,0.09,0.07,0.26,0.65,3943872000,自贡市,四川省
1091,002631.SZ,德尔未来,0.04,0.16,0.19,0.13,0.13,0.33,5342928000,苏州市,江苏省
1092,002632.SZ,道明光学,0.08,0.33,0.27,0.17,0.21,0.39,4478908320,金华市,浙江省
1093,002633.SZ,申科股份,-0.01,0.03,-0.01,-0.02,0.04,0.38,1395000000,绍兴市,浙江省
1094,002634.SZ,棒杰股份,0.01,0.04,0.05,0.03,0.1,0.23,2955026506,金华市,浙江省
1095,002635.SZ,安洁科技,0.26,0.73,0.57,0.32,0.61,0.71,9552421203,苏州市,江苏省
1096,002636.SZ,金安国纪,0.04,0.4,0.33,0.24,0.74,0.27,5663840000,松江区,上海市
1097,002637.SZ,赞宇科技,0.1,0.43,0.36,0.19,0.38,0.64,3086950500,杭州市,浙江省
1098,002638.SZ,勤上股份,0,-0.82,0.05,0.05,0.06,0.97,4343440742,东莞市,广东省
1099,002639.SZ,雪人股份,0,0.02,0.02,0.02,-0.09,0.28,7650725905,福州市,福建省
1100,002640.SZ,跨境通,0.14,0.41,0.54,0.34,0.52,0.4,15253224621,太原市,山西省
1101,002641.SZ,永高股份,0.05,0.22,0.14,0.07,0.17,0.68,4548960000,台州市,浙江省
1102,002642.SZ,*ST荣联,0.02,-2.06,0.01,0,-0.32,0.81,3400522809,海淀区,北京市
1103,002643.SZ,万润股份,0.11,0.49,0.34,0.21,0.42,0.46,9573172754,烟台市,山东省
1104,002644.SZ,佛慈制药,0.03,0.15,0.11,0.08,0.15,0.36,4013764020,兰州市,甘肃省
1105,002645.SZ,华宏科技,0.11,0.44,0.34,0.23,0.59,0.51,3297083486,无锡市,江苏省
1106,002646.SZ,青青稞酒,0.11,0.24,0.19,0.2,-0.21,0.41,5170500000,海东市,青海省
1107,002647.SZ,仁东控股,0.02,0.09,0.05,0.02,-0.58,0.12,7755122603,绍兴市,浙江省
1108,002648.SZ,卫星石化,0.21,0.89,0.59,0.31,1.04,0.42,16943211815,嘉兴市,浙江省
1109,002649.SZ,博彦科技,0.07,0.42,0.33,0.15,0.43,0.4,4713668622,海淀区,北京市
1110,002650.SZ,加加食品,0.05,0.1,0.09,0.07,0.14,0.46,4711680000,长沙市,湖南省
1111,002651.SZ,利君股份,0.05,0.12,0.1,0.08,0.13,0.36,5362225000,成都市,四川省
1112,002652.SZ,扬子新材,0.02,0.08,0.1,0.07,0.17,0.25,2314529280,苏州市,江苏省
1113,002653.SZ,海思科,0.05,0.31,0.28,0.14,0.22,0.18,13049661600,山南市,西藏自治区
1114,002654.SZ,万润科技,0.04,-1.29,0.16,0.11,0.16,0.51,3845098910,深圳市,广东省
1115,002655.SZ,共达电声,0,0.06,0.01,-0.03,-0.49,0.17,2944800000,潍坊市,山东省
1116,002656.SZ,摩登大道,0.05,0.04,0.08,0.07,0.31,0.63,4161115889,广州市,广东省
1117,002657.SZ,中科金财,0.29,0.02,0.2,0.2,-0.7,0.44,6100010716,海淀区,北京市
1118,002658.SZ,雪迪龙,0.02,0.3,0.23,0.09,0.36,0.46,4687900926,昌平区,北京市
1119,002659.SZ,凯文教育,-0.04,-0.2,-0.14,-0.1,0.05,0.62,3719309723,海淀区,北京市
1120,002660.SZ,茂硕电源,0,-0.93,0.03,0.01,0.05,0.41,1936753611,深圳市,广东省
1121,002661.SZ,克明面业,0.19,0.56,0.5,0.35,0.34,0.43,4895971896,益阳市,湖南省
1122,002662.SZ,京威股份,-0.07,0.06,0.52,0.16,0.25,0.82,6225000000,大兴区,北京市
1123,002663.SZ,普邦股份,0.01,0.02,0.08,0.06,0.09,0.81,5710931637,广州市,广东省
1124,002664.SZ,长鹰信质,0.14,0.65,0.5,0.34,0.64,0.4,5368268400,台州市,浙江省
1125,002665.SZ,首航节能,0.01,-0.25,-0.01,0.01,0.04,0.55,12312795574,大兴区,北京市
1126,002666.SZ,德联集团,0.03,0.19,0.13,0.08,0.2,0.64,3492544511,佛山市,广东省
1127,002667.SZ,鞍重股份,0.05,0.05,0.08,0.06,0.17,0.4,1959999360,鞍山市,辽宁省
1128,002668.SZ,奥马电器,0.08,-1.76,0.25,0.42,0.61,0.4,6656444168,中山市,广东省
1129,002669.SZ,康达新材,0.11,0.34,0.26,0.17,0.19,0.62,3239484176,奉贤区,上海市
1130,002670.SZ,国盛金控,0.23,-0.28,-0.13,-0.09,0.39,0.5,21789053193,佛山市,广东省
1131,002671.SZ,龙泉股份,-0.09,-0.2,0.04,0.02,0.11,0.82,2244099377,淄博市,山东省
1132,002672.SZ,东江环保,0.12,0.47,0.43,0.3,0.55,0.32,9274503951,深圳市,广东省
1133,002673.SZ,西部证券,0.17,0.06,0.1,0.07,0.23,0.51,35298544882,西安市,陕西省
1134,002674.SZ,兴业科技,0.07,0.38,0.18,0.11,0.15,0.52,4470815998,泉州市,福建省
1135,002675.SZ,东诚药业,0.08,0.37,0.27,0.16,0.25,0.42,9169309746,烟台市,山东省
1136,002676.SZ,顺威股份,-0.01,0.01,-0.02,-0.02,-0.07,0.34,2743200000,佛山市,广东省
1137,002677.SZ,浙江美大,0.12,0.59,0.38,0.23,0.48,0.15,8934894278,嘉兴市,浙江省
1138,002678.SZ,珠江钢琴,0.04,0.13,0.11,0.09,0.17,0.27,10744313755,广州市,广东省
1139,002679.SZ,福建金森,-0.05,0.2,0.05,0.04,0.4,0.1,6372484680,三明市,福建省
1140,002680.SZ,*ST长生,--,--,--,0.26,0.58,5.08,1470272471,连云港市,江苏省
1141,002681.SZ,奋达科技,0.02,-0.37,0.16,0.1,0.34,0.58,9621155776,深圳市,广东省
1142,002682.SZ,龙洲股份,0.02,0.3,0.16,0.19,0.48,0.94,2699369251,龙岩市,福建省
1143,002683.SZ,宏大爆破,0.04,0.31,0.22,0.13,0.23,0.33,8782293171,广州市,广东省
1144,002684.SZ,*ST猛狮,-0.33,-4.88,-1.04,-0.54,-0.24,0.56,2536163519,汕头市,广东省
1145,002685.SZ,华东重机,0.04,0.31,0.34,0.25,0.17,0.77,5461683274,无锡市,江苏省
1146,002686.SZ,亿利达,-0.03,0.06,0.17,0.16,0.32,0.39,3131575159,台州市,浙江省
1147,002687.SZ,乔治白,0.05,0.32,0.17,0.11,0.21,0.42,2391702480,温州市,浙江省
1148,002688.SZ,金河生物,0.06,0.26,0.2,0.13,0.17,0.54,3322564896,呼和浩特市,内蒙古自治区
1149,002689.SZ,远大智能,-0.05,0.01,-0.01,-0.02,0.04,0.3,4381905045,沈阳市,辽宁省
1150,002690.SZ,美亚光电,0.09,0.66,0.47,0.25,0.54,0.13,17927520000,合肥市,安徽省
1151,002691.SZ,冀凯股份,0,0.04,0.03,0.02,0.05,0.34,2437800000,石家庄市,河北省
1152,002692.SZ,远程股份,0.02,-0.51,0.05,0.05,0.1,0.45,2872584000,无锡市,江苏省
1153,002693.SZ,双成药业,-0.02,-0.17,-0.08,-0.05,0.02,0.3,1863000000,海口市,海南省
1154,002694.SZ,顾地科技,-0.04,-0.2,0.03,0.02,0.2,0.33,2687385600,鄂州市,湖北省
1155,002695.SZ,煌上煌,0.12,0.34,0.33,0.23,0.28,0.26,6772979627,南昌市,江西省
1156,002696.SZ,百洋股份,0.02,0.14,0.33,0.13,0.61,0.74,2652534737,南宁市,广西壮族自治区
1157,002697.SZ,红旗连锁,0.06,0.24,0.19,0.11,0.12,0.35,7996800000,成都市,四川省
1158,002698.SZ,博实股份,0.13,0.27,0.19,0.12,0.19,0.22,9761944000,哈尔滨市,黑龙江省
1159,002699.SZ,美盛文化,0.01,-0.25,0.12,0.06,0.21,0.51,6276051803,绍兴市,浙江省
1160,002700.SZ,新疆浩源,0.04,0.17,0.11,0.08,0.18,0.3,3561058598,阿克苏地区,新疆维吾尔自治区
1161,002701.SZ,奥瑞金,0.1,0.1,0.3,0.2,0.3,0.26,11823232512,怀柔区,北京市
1162,002702.SZ,海欣食品,0.03,0.07,0.06,0.02,-0.06,0.28,2749947200,福州市,福建省
1163,002703.SZ,浙江世宝,-0.01,0.01,-0.01,-0.01,0.04,0.29,3856741730,金华市,浙江省
1164,002705.SZ,新宝股份,0.11,0.62,0.44,0.17,0.51,0.42,8816201735,佛山市,广东省
1165,002706.SZ,良信电器,0.06,0.28,0.28,0.16,0.41,0.38,4680094291,浦东新区,上海市
1166,002707.SZ,众信旅游,0.07,0.03,0.25,0.16,0.28,0.41,5516138839,朝阳区,北京市
1167,002708.SZ,光洋股份,-0.01,-0.19,0.05,0.04,0.03,0.28,5007436292,常州市,江苏省
1168,002709.SZ,天赐材料,0.08,1.35,1.39,1.32,0.92,0.27,8872572411,广州市,广东省
1169,002711.SZ,*ST欧浦,-0.02,-3.96,0.19,0.18,0.2,-0.22,3474471616,佛山市,广东省
1170,002712.SZ,思美传媒,0.21,0.05,0.35,0.51,0.76,0.67,4266026262,杭州市,浙江省
1171,002713.SZ,东易日盛,-0.3,0.97,0.32,0.04,0.86,0.31,4538860825,房山区,北京市
1172,002714.SZ,牧原股份,-0.26,0.17,0.17,-0.04,2.12,0.08,1.28346E+11,南阳市,河南省
1173,002715.SZ,登云股份,-0.05,0.11,0.09,0.06,0.1,0.31,1518000000,肇庆市,广东省
1174,002716.SZ,金贵银业,0.04,0.12,0.34,0.23,0.47,0.53,6828999945,郴州市,湖南省
1175,002717.SZ,岭南股份,0.03,0.77,0.57,0.39,1.23,0.49,8052012231,东莞市,广东省
1176,002718.SZ,友邦吊顶,0.09,1.19,1.08,0.6,1.47,0.51,2396732082,嘉兴市,浙江省
1177,002719.SZ,麦趣尔,0.02,-0.89,0.15,0.12,0.17,0.5,2086190695,昌吉回族自治州,新疆维吾尔自治区
1178,002721.SZ,金一文化,0.05,-0.07,0.01,0.12,0.27,0.81,4991614561,海淀区,北京市
1179,002722.SZ,金轮股份,0.11,0.69,0.56,0.34,0.49,0.65,2705694078,南通市,江苏省
1180,002723.SZ,金莱特,0.09,-0.48,-0.08,-0.05,0.04,0.26,2368028000,江门市,广东省
1181,002724.SZ,海洋王,0.03,0.26,0.11,0.05,0.25,0.26,4399200000,深圳市,广东省
1182,002725.SZ,跃岭股份,0.09,0.18,0.1,0.05,0.1,0.41,2416640000,台州市,浙江省
1183,002726.SZ,龙大肉食,0.11,0.23,0.17,0.11,0.25,0.22,8447026640,烟台市,山东省
1184,002727.SZ,一心堂,0.31,0.92,0.74,0.52,0.81,0.19,17044449726,昆明市,云南省
1185,002728.SZ,特一药业,0.2,0.78,0.61,0.38,0.53,0.3,3228518120,江门市,广东省
1186,002729.SZ,好利来,0.07,0.31,0.25,0.19,0.34,0.18,2163766000,厦门市,福建省
1187,002730.SZ,电光科技,0.05,0.18,0.15,0.09,0.17,0.37,2536217640,温州市,浙江省
1188,002731.SZ,萃华珠宝,0.1,0.2,0.21,0.26,0.42,0.31,2769498400,沈阳市,辽宁省
1189,002732.SZ,燕塘乳业,0.07,0.27,0.41,0.27,0.77,0.34,2744184000,广州市,广东省
1190,002733.SZ,雄韬股份,0.07,0.27,0.21,0.08,0.1,0.21,8696812062,深圳市,广东省
1191,002734.SZ,利民股份,0.3,0.74,0.54,0.37,0.83,0.47,3991688026,徐州市,江苏省
1192,002735.SZ,王子新材,0.14,0.59,0.37,0.21,0.48,0.19,2025584795,深圳市,广东省
1193,002736.SZ,国信证券,0.22,0.38,0.21,0.12,0.52,0.54,99630000000,深圳市,广东省
1194,002737.SZ,葵花药业,0.28,0.96,0.76,0.73,1.45,0.27,9238880000,哈尔滨市,黑龙江省
1195,002738.SZ,中矿资源,0.11,0.52,0.32,0.11,0.28,0.41,4746984210,丰台区,北京市
1196,002739.SZ,万达电影,0.24,0.74,0.72,0.77,1.29,0.28,35898197355,朝阳区,北京市
1197,002740.SZ,爱迪尔,0.04,0.06,0.12,0.07,0.18,0.73,3800491214,深圳市,广东省
1198,002741.SZ,光华科技,0.04,0.36,0.35,0.24,0.25,0.24,4962273861,汕头市,广东省
1199,002742.SZ,三圣股份,0.08,0.26,0.19,0.16,0.42,0.38,3326400000,北碚区,重庆市
1200,002743.SZ,富煌钢构,0.04,0.25,0.19,0.13,0.21,0.95,2134544870,合肥市,安徽省
1201,002745.SZ,木林森,0.13,0.6,0.51,0.63,1.27,0.55,16054008548,中山市,广东省
1202,002746.SZ,仙坛股份,0.51,1.3,0.71,0.29,0.56,0.25,8448477560,烟台市,山东省
1203,002747.SZ,埃斯顿,0.02,0.12,0.08,0.07,0.11,0.18,7838086137,南京市,江苏省
1204,002748.SZ,世龙实业,0.01,0.24,0.14,0.11,0.63,0.49,2400000000,景德镇市,江西省
1205,002749.SZ,国光股份,0.22,1.08,1.38,1.08,2.47,0.2,4289870447,成都市,四川省
1206,002750.SZ,龙津药业,0.01,0.03,0.04,0.03,0.09,0.11,6111630000,昆明市,云南省
1207,002751.SZ,易尚展示,0.04,0.54,0.38,0.14,0.34,0.31,3390391443,深圳市,广东省
1208,002752.SZ,昇兴股份,0.02,0.05,0.05,0.04,0.11,0.21,5965572516,福州市,福建省
1209,002753.SZ,永东股份,0.07,0.83,0.69,0.5,1.07,0.48,3096628779,运城市,山西省
1210,002755.SZ,奥赛康,0.2,0.89,0.06,0.04,0.11,0.6,12539446342,丰台区,北京市
1211,002756.SZ,永兴特钢,0.28,1.08,0.92,0.62,0.98,0.63,5421600000,湖州市,浙江省
1212,002757.SZ,南兴装备,0.41,1.35,0.95,0.67,0.99,0.32,5146195729,东莞市,广东省
1213,002758.SZ,华通医药,0.04,0.16,0.13,0.1,0.2,0.26,2184108961,绍兴市,浙江省
1214,002759.SZ,天际股份,0.21,0.19,0.11,0.07,0.05,0.69,5105112008,汕头市,广东省
1215,002760.SZ,凤形股份,0.21,0.35,0.21,0.12,-0.97,0.34,1569040000,宣城市,安徽省
1216,002761.SZ,多喜爱,0.02,0.14,0.15,0.12,0.19,0.15,4830924000,长沙市,湖南省
1217,002762.SZ,金发拉比,0.04,0.11,0.17,0.1,0.45,0.45,2216196500,汕头市,广东省
1218,002763.SZ,汇洁股份,0.29,0.43,0.46,0.46,0.57,0.48,3957984000,深圳市,广东省
1219,002765.SZ,蓝黛传动,-0.06,0.01,0.06,0.1,0.3,0.43,2666521362,璧山区,重庆市
1220,002766.SZ,*ST索菱,-0.17,-0.74,0.15,0.15,0.35,0.8,1644840655,深圳市,广东省
1221,002767.SZ,先锋电子,0.02,0.17,0.13,0.08,0.31,0.25,2842500000,杭州市,浙江省
1222,002768.SZ,国恩股份,0.29,1.16,0.76,0.48,0.85,0.3,6840925000,青岛市,山东省
1223,002769.SZ,普路通,0.08,0.28,0.27,0.2,0.18,0.33,3852642317,深圳市,广东省
1224,002770.SZ,科迪乳业,0.03,0.12,0.1,0.06,0.12,0.44,3832037290,商丘市,河南省
1225,002771.SZ,真视通,0.01,0.26,0.18,0.12,0.43,0.31,2177615816,丰台区,北京市
1226,002772.SZ,众兴菌业,0.18,0.31,0.29,0.1,0.39,0.68,3136355609,天水市,甘肃省
1227,002773.SZ,康弘药业,0.31,1.04,0.75,0.46,0.96,0.1,30618977473,成都市,四川省
1228,002774.SZ,快意电梯,-0.05,0.21,0.08,0.04,0.24,0.36,2981537380,东莞市,广东省
1229,002775.SZ,文科园林,0.03,0.53,0.4,0.48,0.98,0.73,3405170350,深圳市,广东省
1230,002776.SZ,柏堡龙,0.15,0.54,0.33,0.21,0.54,0.27,9121781918,揭阳市,广东省
1231,002777.SZ,久远银海,0.08,0.69,0.36,0.26,0.57,0.17,5935396365,成都市,四川省
1232,002778.SZ,高科石化,0.05,0.2,0.23,0.16,0.34,0.39,1626248375,无锡市,江苏省
1233,002779.SZ,中坚科技,0.01,0.09,0.08,0.04,0.18,--,2163480000,金华市,浙江省
1234,002780.SZ,三夫户外,0.01,0.04,0.02,0.02,-0.13,0.21,3079393405,西城区,北京市
1235,002781.SZ,奇信股份,0.19,0.75,0.66,0.4,0.66,0.56,3496500000,深圳市,广东省
1236,002782.SZ,可立克,0.03,0.2,0.18,0.13,0.13,0.13,5227020000,深圳市,广东省
1237,002783.SZ,凯龙股份,0.04,0.24,0.3,0.22,0.55,0.27,4981489600,荆门市,湖北省
1238,002785.SZ,万里石,0.01,0.05,0.05,0.05,-0.03,0.22,2162000000,厦门市,福建省
1239,002786.SZ,银宝山新,-0.11,0.11,0.05,0.01,0.17,0.36,2870737200,深圳市,广东省
1240,002787.SZ,华源控股,0.02,0.18,0.19,0.14,0.33,0.58,2317029231,苏州市,江苏省
1241,002788.SZ,鹭燕医药,0.23,0.94,0.71,0.42,1.02,0.44,3141417288,厦门市,福建省
1242,002789.SZ,建艺集团,0.24,0.67,0.57,0.56,1.13,0.56,2312170000,深圳市,广东省
1243,002790.SZ,瑞尔特,0.14,0.63,0.44,0.22,1,0.5,3166720000,厦门市,福建省
1244,002791.SZ,坚朗五金,0.02,0.54,0.36,0.1,0.59,0.5,5501549400,东莞市,广东省
1245,002792.SZ,通宇通讯,-0.08,0.2,0.26,0.18,0.49,0.31,6666713280,中山市,广东省
1246,002793.SZ,东音股份,0.09,0.56,0.42,0.27,0.58,0.25,3545342827,台州市,浙江省
1247,002795.SZ,永和智控,0.07,0.41,0.3,0.16,0.29,0.17,3020000000,台州市,浙江省
1248,002796.SZ,世嘉科技,0.13,0.48,0.26,0.14,0.32,0.22,6141636717,苏州市,江苏省
1249,002797.SZ,第一创业,0.08,0.04,0.04,0.02,0.12,0.38,22835648000,深圳市,广东省
1250,002798.SZ,帝欧家居,0.17,1.01,0.73,0.73,0.63,0.37,7808716092,成都市,四川省
1251,002799.SZ,环球印务,0.09,0.19,0.11,0.09,0.15,0.24,2197500000,西安市,陕西省
1252,002800.SZ,天顺股份,0.04,0.08,0.01,0.01,0.55,0.27,1469702400,乌鲁木齐市,新疆维吾尔自治区
1253,002801.SZ,微光股份,0.27,0.83,0.69,0.43,0.91,0.29,3179520000,杭州市,浙江省
1254,002802.SZ,洪汇新材,0.14,0.68,0.52,0.35,0.67,--,2338193000,无锡市,江苏省
1255,002803.SZ,吉宏股份,0.37,1.08,1.15,0.69,0.69,0.12,4498132000,厦门市,福建省
1256,002805.SZ,丰元股份,0.08,0.17,0.16,0.14,0.39,0.24,2387956032,枣庄市,山东省
1257,002806.SZ,华锋股份,-0.02,0.54,0.17,0.1,0.21,0.37,3077136467,肇庆市,广东省
1258,002807.SZ,江阴银行,0.11,0.49,0.31,0.21,0.46,1,11030891619,无锡市,江苏省
1259,002808.SZ,恒久科技,0.01,0.18,0.12,0.07,0.16,0.21,2565120000,苏州市,江苏省
1260,002809.SZ,红墙股份,0.14,0.57,0.63,0.36,0.67,0.43,2156400000,惠州市,广东省
1261,002810.SZ,山东赫达,0.25,0.64,0.5,0.28,0.48,0.26,3125430000,淄博市,山东省
1262,002811.SZ,亚泰国际,0.13,0.63,0.44,0.25,0.6,0.49,2673000000,深圳市,广东省
1263,002812.SZ,恩捷股份,0.45,1.21,0.78,0.15,1.15,0.19,25114999336,玉溪市,云南省
1264,002813.SZ,路畅科技,-0.1,0.14,-0.23,-0.09,0.2,0.21,3285600000,深圳市,广东省
1265,002815.SZ,崇达技术,0.15,0.68,0.53,0.34,1.08,0.14,12282814289,深圳市,广东省
1266,002816.SZ,和科达,-0.04,0.06,0.07,0.07,0.16,0.18,2218000000,深圳市,广东省
1267,002817.SZ,黄山胶囊,0.1,0.41,0.33,0.24,0.54,0.42,1683131400,宣城市,安徽省
1268,002818.SZ,富森美,0.42,1.67,1.28,0.89,1.48,0.39,10167291456,成都市,四川省
1269,002819.SZ,东方中科,0.05,0.41,0.19,0.1,0.2,0.17,2700600959,海淀区,北京市
1270,002820.SZ,桂发祥,0.14,0.41,0.35,0.22,0.72,0.39,2656256000,河西区,天津市
1271,002821.SZ,凯莱英,0.4,1.88,1.15,0.69,1.51,0.06,20390930814,滨海新区,天津市
1272,002822.SZ,中装建设,0.05,0.28,0.22,0.14,0.27,0.67,3258000000,深圳市,广东省
1273,002823.SZ,凯中精密,0.06,0.39,0.43,0.28,0.53,0.39,3157899478,深圳市,广东省
1274,002824.SZ,和胜股份,-0.02,0.1,0.14,0.1,0.37,0.34,2166752580,中山市,广东省
1275,002825.SZ,纳尔股份,0.07,0.44,0.35,0.28,0.36,0.23,2591005457,浦东新区,上海市
1276,002826.SZ,易明医药,0.03,0.13,0.06,0.08,0.32,0.28,2030004000,拉萨市,西藏自治区
1277,002827.SZ,高争民爆,-0.04,0.33,0.3,0.15,0.6,0.28,2789440000,拉萨市,西藏自治区
1278,002828.SZ,贝肯能源,-0.01,0.23,0.27,0.17,0.6,0.4,2352647000,克拉玛依市,新疆维吾尔自治区
1279,002829.SZ,星网宇达,0.03,0.12,0.13,0.08,0.41,0.19,3299380590,大兴区,北京市
1280,002830.SZ,名雕股份,-0.13,0.34,0.11,0.07,0.39,0.28,1912095600,深圳市,广东省
1281,002831.SZ,裕同科技,0.39,2.36,1.36,0.67,2.33,0.19,20312507800,深圳市,广东省
1282,002832.SZ,比音勒芬,0.72,1.61,1.14,0.68,1.69,0.21,8283565520,广州市,广东省
1283,002833.SZ,弘亚数控,0.57,2,1.83,1.21,1.75,0.22,5661647955,广州市,广东省
1284,002835.SZ,同为股份,-0.04,0.02,0,-0.03,0.09,0.33,1969144059,深圳市,广东省
1285,002836.SZ,新宏泽,0.09,0.31,0.16,0.08,0.3,0.19,2123200000,潮州市,广东省
1286,002837.SZ,英维克,0.03,0.52,0.42,0.22,0.43,0.25,3541252812,深圳市,广东省
1287,002838.SZ,道恩股份,0.14,0.49,0.35,0.22,0.74,0.2,4593960000,烟台市,山东省
1288,002839.SZ,张家港行,0.14,0.46,0.36,0.23,0.43,0.87,11730848056,苏州市,江苏省
1289,002840.SZ,华统股份,0.18,0.56,0.37,0.27,0.68,0.21,5081968916,金华市,浙江省
1290,002841.SZ,视源股份,0.29,1.55,1.31,0.6,1.72,0.04,49483530903,广州市,广东省
1291,002842.SZ,翔鹭钨业,0.14,0.63,0.53,0.31,0.7,0.29,3042928980,潮州市,广东省
1292,002843.SZ,泰嘉股份,0.12,0.4,0.35,0.23,0.37,0.31,2154600000,长沙市,湖南省
1293,002845.SZ,同兴达,0.03,0.49,0.43,0.36,0.77,0.28,3392642705,深圳市,广东省
1294,002846.SZ,英联股份,0.11,0.22,0.13,0.07,0.24,0.22,2571236672,汕头市,广东省
1295,002847.SZ,盐津铺子,0.23,0.57,0.44,0.32,0.54,0.14,4141600000,长沙市,湖南省
1296,002848.SZ,高斯贝尔,-0.17,-0.45,-0.18,-0.19,0.09,0.23,2067645500,郴州市,湖南省
1297,002849.SZ,威星智能,0.11,0.48,0.37,0.25,0.64,0.3,2005966808,杭州市,浙江省
1298,002850.SZ,科达利,0.11,0.39,0.21,0.11,1.24,0.47,4155900000,深圳市,广东省
1299,002851.SZ,麦格米特,0.19,0.72,0.45,0.24,0.69,0.22,9661439589,深圳市,广东省
1300,002852.SZ,道道全,0.15,0.76,0.74,0.51,1.2,0.32,4574870000,岳阳市,湖南省
1301,002853.SZ,皮阿诺,0.1,0.91,0.66,0.31,0.67,0.36,2911099710,中山市,广东省
1302,002855.SZ,捷荣技术,0.03,0.12,0.13,0.11,0.23,0.43,2434306072,东莞市,广东省
1303,002856.SZ,美芝股份,0.03,0.22,0.24,0.16,0.45,0.24,2736180000,深圳市,广东省
1304,002857.SZ,三晖电气,0,0.29,0.12,0.02,0.44,0.28,1589760000,郑州市,河南省
1305,002858.SZ,力盛赛车,-0.03,0.3,0.08,0.02,0.69,0.17,2040068000,松江区,上海市
1306,002859.SZ,洁美科技,0.07,1.08,0.8,0.41,0.79,0.18,8012570000,湖州市,浙江省
1307,002860.SZ,星帅尔,0.21,0.84,0.67,0.43,1.26,0.31,2192379996,杭州市,浙江省
1308,002861.SZ,瀛通通讯,0.05,0.53,0.41,0.23,0.76,0.27,2625745760,咸宁市,湖北省
1309,002862.SZ,实丰文化,-0.01,0.4,0.33,0.18,0.59,0.33,1781600000,汕头市,广东省
1310,002863.SZ,今飞凯达,0.02,0.17,0.15,0.09,0.3,0.43,2330844500,金华市,浙江省
1311,002864.SZ,盘龙药业,0.14,0.75,0.53,0.35,0.65,0.24,2550698100,商洛市,陕西省
1312,002865.SZ,钧达股份,-0.27,0.35,0.32,0.21,0.61,0.31,2601518400,海口市,海南省
1313,002866.SZ,传艺科技,0.1,0.39,0.37,0.34,0.59,0.32,2797384153,扬州市,江苏省
1314,002867.SZ,周大生,0.41,1.68,1.23,0.73,1.31,0.23,16387999890,深圳市,广东省
1315,002868.SZ,绿康生化,0.09,0.62,0.5,0.34,0.78,0.27,2776800000,南平市,福建省
1316,002869.SZ,金溢科技,0.08,0.18,-0.02,-0.03,0.85,0.36,2945000000,深圳市,广东省
1317,002870.SZ,香山股份,0.07,0.35,0.21,0.12,0.72,0.35,2080596000,中山市,广东省
1318,002871.SZ,伟隆股份,0.12,0.67,0.45,0.26,1,0.24,2622025320,青岛市,山东省
1319,002872.SZ,*ST天圣,0.03,0.35,0.46,0.34,1.31,1.25,2267340000,垫江县,重庆市
1320,002873.SZ,新天药业,0.15,0.61,0.82,0.48,1.07,0.35,1933254960,贵阳市,贵州省
1321,002875.SZ,安奈儿,0.36,0.63,0.43,0.42,0.77,0.36,2444716474,深圳市,广东省
1322,002876.SZ,三利谱,-0.18,0.35,0.28,0.35,1.15,0.29,3186400000,深圳市,广东省
1323,002877.SZ,智能自控,0.06,0.3,0.18,0.11,0.44,0.2,3210633600,无锡市,江苏省
1324,002878.SZ,元隆雅图,0.2,0.73,0.53,0.38,1.06,0.18,3569223442,西城区,北京市
1325,002879.SZ,长缆科技,0.13,0.66,0.49,0.38,1.03,0.56,2751783870,长沙市,湖南省
1326,002880.SZ,卫光生物,0.25,1.45,1,0.64,1.64,0.28,4708800000,深圳市,广东省
1327,002881.SZ,美格智能,0.03,0.26,0.16,0.1,0.6,0.17,3146231650,深圳市,广东省
